,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
1316,ayeastCC,50,6228,Fdr,LogisticsRegression,5,LOOCV,51,fit_time,0.00475311279296875,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1317,ayeastCC,50,6228,Fdr,LogisticsRegression,5,LOOCV,51,pred_time,0.00014019012451171875,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1318,ayeastCC,50,6228,Fdr,NB,5,LOOCV,51,ACC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1319,ayeastCC,50,6228,Fdr,NB,5,LOOCV,51,MCC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1320,ayeastCC,50,6228,Fdr,NB,5,LOOCV,51,AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1321,ayeastCC,50,6228,Fdr,NB,5,LOOCV,51,PR-AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1322,ayeastCC,50,6228,Fdr,NB,5,LOOCV,51,fit_time,0.0008428096771240234,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1323,ayeastCC,50,6228,Fdr,NB,5,LOOCV,51,pred_time,0.00029087066650390625,YLR264W;YOR344C;YGR183C;YHL012W;YNR060W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32;1.2417112383846796e-31
1324,ayeastCC,50,6228,Fdr,SVM,4,LOOCV,51,ACC,1.0,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1325,ayeastCC,50,6228,Fdr,SVM,4,LOOCV,51,MCC,1.0,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1326,ayeastCC,50,6228,Fdr,SVM,4,LOOCV,51,AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1327,ayeastCC,50,6228,Fdr,SVM,4,LOOCV,51,PR-AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1328,ayeastCC,50,6228,Fdr,SVM,4,LOOCV,51,fit_time,0.0010619163513183594,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1329,ayeastCC,50,6228,Fdr,SVM,4,LOOCV,51,pred_time,0.0002033710479736328,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1330,ayeastCC,50,6228,Fdr,KNN,4,LOOCV,51,ACC,1.0,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1331,ayeastCC,50,6228,Fdr,KNN,4,LOOCV,51,MCC,1.0,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1332,ayeastCC,50,6228,Fdr,KNN,4,LOOCV,51,AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1333,ayeastCC,50,6228,Fdr,KNN,4,LOOCV,51,PR-AUC,1.0,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1334,ayeastCC,50,6228,Fdr,KNN,4,LOOCV,51,fit_time,0.0005290508270263672,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
1335,ayeastCC,50,6228,Fdr,KNN,4,LOOCV,51,pred_time,0.0008881092071533203,YLR264W;YOR344C;YGR183C;YHL012W,9.305913435267738e-33;2.660178608576816e-32;3.557998979646041e-32;7.587498254809876e-32
