,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores
1470,SRBCT,83,2308,mRmd,NB,100,LOOCV,84,MCC,0.745729278703464,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470;gene1501;gene1550;gene89;gene90;gene95;gene118;gene147;gene1677;gene172;gene185;gene193;gene211;gene243;gene224;gene277;gene1816;gene1933;gene340;gene358;gene387;gene404;gene435;gene463;gene1238;gene465;gene478;gene480;gene526;gene534;gene1943;gene561;gene566;gene579;gene618;gene635;gene657;gene715;gene731;gene733;gene737;gene743;gene744;gene1961;gene745;gene771;gene780;gene784;gene828;gene832;gene841,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097;-8.736568790577705;-8.736815729687114;-8.73705317113847;-8.7386455988865;-8.740179047829047;-8.741656734991865;-8.743081647613154;-8.744456563300362;-8.744537703332384;-8.745841332797667;-8.74710150794744;-8.748320365879188;-8.749499905813137;-8.750642000034897;-8.748359849595362;-8.74948434178288;-8.749479468197649;-8.749474740092573;-8.750533226882153;-8.751561032895225;-8.752559473022208;-8.753529788075193;-8.75447314993226;-8.755390666258995;-8.754937786913848;-8.755824640978783;-8.756688156778852;-8.757529243597103;-8.758348764086678;-8.759147537222088;-8.759022726571283;-8.759793456388723;-8.760545387917935;-8.761279200615117;-8.761995541581413;-8.762695027466151;-8.76337824623729;-8.76404575882978;-8.764698100681535;-8.765335783165833;-8.765959294928258;-8.766569103135465;-8.767165654642513;-8.766972074325473;-8.767551646319712;-8.768119016798284;-8.768674567058552;-8.769218662674279;-8.769751654297847;-8.770273878413873
1471,SRBCT,83,2308,mRmd,NB,100,LOOCV,84,AUC,0.9562103837034887,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470;gene1501;gene1550;gene89;gene90;gene95;gene118;gene147;gene1677;gene172;gene185;gene193;gene211;gene243;gene224;gene277;gene1816;gene1933;gene340;gene358;gene387;gene404;gene435;gene463;gene1238;gene465;gene478;gene480;gene526;gene534;gene1943;gene561;gene566;gene579;gene618;gene635;gene657;gene715;gene731;gene733;gene737;gene743;gene744;gene1961;gene745;gene771;gene780;gene784;gene828;gene832;gene841,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097;-8.736568790577705;-8.736815729687114;-8.73705317113847;-8.7386455988865;-8.740179047829047;-8.741656734991865;-8.743081647613154;-8.744456563300362;-8.744537703332384;-8.745841332797667;-8.74710150794744;-8.748320365879188;-8.749499905813137;-8.750642000034897;-8.748359849595362;-8.74948434178288;-8.749479468197649;-8.749474740092573;-8.750533226882153;-8.751561032895225;-8.752559473022208;-8.753529788075193;-8.75447314993226;-8.755390666258995;-8.754937786913848;-8.755824640978783;-8.756688156778852;-8.757529243597103;-8.758348764086678;-8.759147537222088;-8.759022726571283;-8.759793456388723;-8.760545387917935;-8.761279200615117;-8.761995541581413;-8.762695027466151;-8.76337824623729;-8.76404575882978;-8.764698100681535;-8.765335783165833;-8.765959294928258;-8.766569103135465;-8.767165654642513;-8.766972074325473;-8.767551646319712;-8.768119016798284;-8.768674567058552;-8.769218662674279;-8.769751654297847;-8.770273878413873
1472,SRBCT,83,2308,mRmd,NB,100,LOOCV,84,PR-AUC,0.9202303460375821,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470;gene1501;gene1550;gene89;gene90;gene95;gene118;gene147;gene1677;gene172;gene185;gene193;gene211;gene243;gene224;gene277;gene1816;gene1933;gene340;gene358;gene387;gene404;gene435;gene463;gene1238;gene465;gene478;gene480;gene526;gene534;gene1943;gene561;gene566;gene579;gene618;gene635;gene657;gene715;gene731;gene733;gene737;gene743;gene744;gene1961;gene745;gene771;gene780;gene784;gene828;gene832;gene841,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097;-8.736568790577705;-8.736815729687114;-8.73705317113847;-8.7386455988865;-8.740179047829047;-8.741656734991865;-8.743081647613154;-8.744456563300362;-8.744537703332384;-8.745841332797667;-8.74710150794744;-8.748320365879188;-8.749499905813137;-8.750642000034897;-8.748359849595362;-8.74948434178288;-8.749479468197649;-8.749474740092573;-8.750533226882153;-8.751561032895225;-8.752559473022208;-8.753529788075193;-8.75447314993226;-8.755390666258995;-8.754937786913848;-8.755824640978783;-8.756688156778852;-8.757529243597103;-8.758348764086678;-8.759147537222088;-8.759022726571283;-8.759793456388723;-8.760545387917935;-8.761279200615117;-8.761995541581413;-8.762695027466151;-8.76337824623729;-8.76404575882978;-8.764698100681535;-8.765335783165833;-8.765959294928258;-8.766569103135465;-8.767165654642513;-8.766972074325473;-8.767551646319712;-8.768119016798284;-8.768674567058552;-8.769218662674279;-8.769751654297847;-8.770273878413873
1473,SRBCT,83,2308,mRmd,NB,100,LOOCV,84,fit_time,0.006896495819091797,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470;gene1501;gene1550;gene89;gene90;gene95;gene118;gene147;gene1677;gene172;gene185;gene193;gene211;gene243;gene224;gene277;gene1816;gene1933;gene340;gene358;gene387;gene404;gene435;gene463;gene1238;gene465;gene478;gene480;gene526;gene534;gene1943;gene561;gene566;gene579;gene618;gene635;gene657;gene715;gene731;gene733;gene737;gene743;gene744;gene1961;gene745;gene771;gene780;gene784;gene828;gene832;gene841,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097;-8.736568790577705;-8.736815729687114;-8.73705317113847;-8.7386455988865;-8.740179047829047;-8.741656734991865;-8.743081647613154;-8.744456563300362;-8.744537703332384;-8.745841332797667;-8.74710150794744;-8.748320365879188;-8.749499905813137;-8.750642000034897;-8.748359849595362;-8.74948434178288;-8.749479468197649;-8.749474740092573;-8.750533226882153;-8.751561032895225;-8.752559473022208;-8.753529788075193;-8.75447314993226;-8.755390666258995;-8.754937786913848;-8.755824640978783;-8.756688156778852;-8.757529243597103;-8.758348764086678;-8.759147537222088;-8.759022726571283;-8.759793456388723;-8.760545387917935;-8.761279200615117;-8.761995541581413;-8.762695027466151;-8.76337824623729;-8.76404575882978;-8.764698100681535;-8.765335783165833;-8.765959294928258;-8.766569103135465;-8.767165654642513;-8.766972074325473;-8.767551646319712;-8.768119016798284;-8.768674567058552;-8.769218662674279;-8.769751654297847;-8.770273878413873
1474,SRBCT,83,2308,mRmd,NB,100,LOOCV,84,pred_time,0.0020859241485595703,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470;gene1501;gene1550;gene89;gene90;gene95;gene118;gene147;gene1677;gene172;gene185;gene193;gene211;gene243;gene224;gene277;gene1816;gene1933;gene340;gene358;gene387;gene404;gene435;gene463;gene1238;gene465;gene478;gene480;gene526;gene534;gene1943;gene561;gene566;gene579;gene618;gene635;gene657;gene715;gene731;gene733;gene737;gene743;gene744;gene1961;gene745;gene771;gene780;gene784;gene828;gene832;gene841,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097;-8.736568790577705;-8.736815729687114;-8.73705317113847;-8.7386455988865;-8.740179047829047;-8.741656734991865;-8.743081647613154;-8.744456563300362;-8.744537703332384;-8.745841332797667;-8.74710150794744;-8.748320365879188;-8.749499905813137;-8.750642000034897;-8.748359849595362;-8.74948434178288;-8.749479468197649;-8.749474740092573;-8.750533226882153;-8.751561032895225;-8.752559473022208;-8.753529788075193;-8.75447314993226;-8.755390666258995;-8.754937786913848;-8.755824640978783;-8.756688156778852;-8.757529243597103;-8.758348764086678;-8.759147537222088;-8.759022726571283;-8.759793456388723;-8.760545387917935;-8.761279200615117;-8.761995541581413;-8.762695027466151;-8.76337824623729;-8.76404575882978;-8.764698100681535;-8.765335783165833;-8.765959294928258;-8.766569103135465;-8.767165654642513;-8.766972074325473;-8.767551646319712;-8.768119016798284;-8.768674567058552;-8.769218662674279;-8.769751654297847;-8.770273878413873
1475,SRBCT,83,2308,mRmd,SVM,50,LOOCV,84,ACC,0.7469879518072289,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
1476,SRBCT,83,2308,mRmd,SVM,50,LOOCV,84,MCC,0.6887335286314581,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
1477,SRBCT,83,2308,mRmd,SVM,50,LOOCV,84,AUC,0.9700004838631635,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
1478,SRBCT,83,2308,mRmd,SVM,50,LOOCV,84,PR-AUC,0.9301195248340592,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
1479,SRBCT,83,2308,mRmd,SVM,50,LOOCV,84,fit_time,0.022226810455322266,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
1480,SRBCT,83,2308,mRmd,SVM,50,LOOCV,84,pred_time,0.0015652179718017578,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
1481,SRBCT,83,2308,mRmd,KNN,50,LOOCV,84,ACC,0.7108433734939759,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
1482,SRBCT,83,2308,mRmd,KNN,50,LOOCV,84,MCC,0.6242001200649135,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
1483,SRBCT,83,2308,mRmd,KNN,50,LOOCV,84,AUC,0.9213480427735037,gene1;gene76;gene299;gene484;gene608;gene765;gene767;gene2076;gene857;gene1165;gene1196;gene1656;gene2023;gene1741;gene2052;gene2291;gene876;gene103;gene143;gene213;gene324;gene379;gene428;gene474;gene483;gene550;gene693;gene707;gene734;gene739;gene790;gene819;gene1038;gene1098;gene123;gene1130;gene1148;gene269;gene356;gene357;gene960;gene1235;gene1294;gene1735;gene2269;gene1274;gene1291;gene1415;gene1444;gene1470,1.9161207393705442;-8.82145184178409;-8.773259070699751;-8.757194813671637;-8.749162685157582;-8.729885576723849;-8.729082363872442;-8.728508640407151;-8.69755927776829;-8.70061561352908;-8.703060682137716;-8.705061192817507;-8.706728285050664;-8.697017492843877;-8.699020979041842;-8.700757333746745;-8.750469415197873;-8.746140245393944;-8.746308158714145;-8.746458396948011;-8.74659361135849;-8.746715948206063;-8.746827163522042;-8.746928707940977;-8.747021790325002;-8.747107426118305;-8.747186474542893;-8.74725966752862;-8.747327632443941;-8.747390910123721;-8.747449969291516;-8.74750521819042;-8.747557014033145;-8.747605670733885;-8.747651465275759;-8.745629238511624;-8.745727389807344;-8.745820235627622;-8.744005848598766;-8.742284507058569;-8.740649232595382;-8.739093727618204;-8.739333464702472;-8.737880908047325;-8.736494376694683;-8.735169468957716;-8.735473669309886;-8.73576492496622;-8.736044044970207;-8.73631177232097
